product_id,onsale_web,price,stock_quantity,stock_status,id_web,sku,virtual,downloadable,rating_count,average_rating,total_sales,tax_status,tax_class,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,chiffre_affaires,z_score
4115,1,100.0,11,instock,15382,15382,0,0,0,0.0,0.0,taxable,,2.0,2018-02-13 11:08:45,2018-02-13 10:08:45,,Zind-Humbrecht Riesling Grand Cru Rangen De Thann Clos Saint-Urbain 2017,"Le nez est puissant, dominant, riche, sur la fumée et la pierre. Il s’ouvre très doucement à l’ouverture sur plus de fruit et aussi un caractère presque médicinal, mais il faut être patient dans la jeunesse et lui donner du temps. La structure est serrée, dense, complexe et se construit principalement sur la minéralité au goût salé indéniable et la structure tannique bien présente dans ce vin. L’acidité apporte de la fraîcheur, mais est au second plan par rapport aux autres constituants du vin. Ce Rangen est encore à la fois sévère et enthousiasmant.",publish,closed,closed,,zind-humbrecht-riesling-gc-rangen-thann-clos-st-urbain-2017,2020-02-08 11:45:02,2020-02-08 10:45:02,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=15382,0.0,product,,0.0,0.0,2.427385420938595
4132,1,88.4,5,instock,11668,11668,0,0,0,0.0,0.0,taxable,,2.0,2018-02-13 11:43:55,2018-02-13 10:43:55,,Zind-Humbrecht Pinot Gris Grand Cru Rangen De Thann Clos Saint-Urbain 2012,"Le nez dévoile déjà une belle intensité de fruit. Il est facile de ressentir le besoin de ce vin de continuer à évoluer, mais le verre déborde littéralement d’arômes propres au Rangen (fumée légère, fruits blancs, tourbe, pierre à fusil…). Ce vin dégage une sensation de sérénité et d’achèvement, confirmé par une bouche ample et délicate. La finale est très longue mais ce vin aura besoin de quelques années de vieillissement en bouteille et bénéficiera d’un passage à l’air avant le service.",publish,closed,closed,,zind-humbrecht-pinot-gris-grand-cru-rangen-de-thann-clos-saint-urbain-2012,2020-02-20 09:55:02,2020-02-20 08:55:02,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=11668,0.0,product,,0.0,0.0,2.0102771487143416
4352,1,225.0,0,outofstock,15940,15940,0,0,0,0.0,5.0,taxable,,2.0,2018-03-02 10:30:04,2018-03-02 09:30:04,,Champagne Egly-Ouriet Grand Cru Millésimé 2008,"Issu d’un assemblage de 70% de Pinot Noir du grand cru d’Ambonnay et de 30% de Chardonnay, ce vin de champagne est une très belle expression du superbe millésime 2008. Élevage en barriques avec jusqu'à 10 années de vieillissement en cave. Le dosage est assez faible afin d’exprimer toute la vinosité de cette bulle singulière. Le nez se montre moins ouvert qu’à son habitude cependant, après quelques minutes dans le verre, on trouve une pureté aromatique redoutable où le minéral et l’iodé s’expriment tout en subtilité. Le deuxième révèle la vinosité habituelle qu’on aime chez Egly-Ouriet. La bouche droite et épurée montre beaucoup d’allonge et un équilibre formidable. Très joli vin !!",publish,closed,closed,,champagne-egly-ouriet-grand-cru-millesime-2008,2020-03-07 11:18:45,2020-03-07 10:18:45,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=15940,0.0,product,,0.0,1125.0,6.922086630251679
4355,1,126.5,2,instock,12589,12589,0,0,0,0.0,11.0,taxable,,2.0,2018-03-02 10:46:10,2018-03-02 09:46:10,,Champagne Egly-Ouriet Grand Cru Blanc de Noirs,"Le Blanc de Noirs représente le meilleur du savoir-faire de la maison Egly-Ouriet. C’est une cuvée d’une grande finesse. Ce champagne est élevé en fût de chêne et la fermentation malolactique est volontairement bloquée afin de conserver une grande tension. Il possède une robe vieil or, et des bulles d’une très grande finesse. Au nez, c’est une cuvée qui s’ouvre sur des arômes gourmands de fruits compotés, de fruits jaunes, et une touche d’épices. La bouche est superbe, mêlant à la fois fraîcheur, rondeur, tension. Une immense cuvée !",publish,closed,closed,,champagne-egly-ouriet-grand-cru-brut-blanc-de-noirs,2020-08-13 10:15:02,2020-08-13 08:15:02,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=12589,0.0,product,,0.0,1391.5,3.380262077312969
4402,1,176.0,8,instock,3510,3510,0,0,0,0.0,13.0,taxable,,2.0,2018-03-22 11:21:05,2018-03-22 10:21:05,,Cognac Frapin VIP XO,"La cuvée VIP XO à été enrichie d’eaux-de-vie très anciennes, allie âge, rondeur, bouquet et finesse. Ce sont les vieilles réserves de la famille FRAPIN. Au nez le VIP XO se distingue par d’agréables notes florales et une belle complexité aromatique ponctuée de subtiles touches boisées. Un ensemble élégant typique des vieux Cognacs de Grande Champagne.  Après la délicatesse olfactive, la puissance en bouche surprend le dégustateur. Il offre un florilège de saveurs, révélant tour à tour des notes chocolatées, de
fruits secs, de fruits confits, de pain d’épices… l’expression est sophistiquée, complexe, profonde, sans jamais perdre la fraîcheur originelle du fruit. Composé avec la précision d’un sonnet, le VIP XO est une ode à la passion de la création et du goût.",publish,closed,closed,,cognac-frapin-vip-xo,2020-08-22 11:35:03,2020-08-22 09:35:03,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=3510,0.0,product,,0.0,2288.0,5.16016375620095
4404,1,108.5,2,instock,3507,3507,0,0,0,0.0,2.0,taxable,,2.0,2018-03-22 11:32:55,2018-03-22 10:32:55,,Cognac Frapin Château de Fontpinot XO,"Exclusivement vendangé, distillé, vieilli et mis en bouteille numérotées au Château familial, ce cognac Grande Champagne revendique l'appellation ""Château"" qui lui confère sa rareté. Cette très vieille réserve du Château doit sa maturité exceptionnelle de 41° et sa qualité à un long vieillissement en chais secs. Son bouquet floral est dû à une distillation sur lies qui lui apporte élégance, finesse et persistance des arômes.",publish,closed,closed,,cognac-frapin-fontpinot-xo,2020-08-12 09:30:16,2020-08-12 07:30:16,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=3507,0.0,product,,0.0,217.0,2.733025103171885
4406,1,157.0,3,instock,7819,7819,0,0,0,0.0,0.0,taxable,,2.0,2018-03-22 11:42:48,2018-03-22 10:42:48,,Cognac Frapin Château de Fontpinot 1989 20 Ans d'Age,"Eau-de-Vie distillée à partir de raisins de Grande Champagne, premier cru de la région de Cognac, récoltés exclusivement au Château de Fontpinot en 1989, année la plus chaude de la décennie.. Un Cognac vanillé, tout en rondeur et puissance avec un final très prononcé de fruits confits avec des notes très légèrement poivrées.",publish,closed,closed,,cognac-frapin-chateau-de-fontpinot-1989-20-ans,2020-03-14 16:05:04,2020-03-14 15:05:04,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=7819,0.0,product,,0.0,0.0,4.4769691723853615
4407,1,104.0,6,instock,3509,3509,0,0,0,0.0,1.0,taxable,,2.0,2018-03-22 11:49:53,2018-03-22 10:49:53,,Cognac Frapin Cigar Blend,"Ce cognac bénéficie d'un vieillissement plus long en fûts neufs, lui donnant un goût légèrement plus corsé. De couleur acajou ambré, son vieillissement lui confère un bouquet très tannique (vanille) mêlé aux notes de Porto et de fruits confits (miel et épices), caractéristiques d'une longue maturation. Charpenté, ce cognac se distingue des autres par sa forte personnalité, mais il reste long et équilibré.",publish,closed,closed,,cognac-frapin-cigar-blend,2020-07-04 09:45:03,2020-07-04 07:45:03,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=3509,0.0,product,,0.0,104.0,2.571215859636614
4582,1,109.6,7,instock,12857,12857,0,0,0,0.0,0.0,taxable,,2.0,2018-04-12 17:56:13,2018-04-12 15:56:13,,Château de Meursault Puligny-Montrachet 1er Cru Champ Canet 2014,"Il présente une grande fraîcheur minérale au nez et en bouche, complétée par une richesse aromatique dense. Des notes de fleurs blanches apportent beaucoup d'élégance, ce vin est d’une rare élégance.",publish,closed,closed,,chateau-de-puligny-montrachet-1cru-champ-canet-2014,2020-02-06 16:35:02,2020-02-06 15:35:02,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=12857,0.0,product,,0.0,0.0,2.77257847381384
4903,1,102.3,20,instock,14805,14805,0,0,0,0.0,0.0,taxable,,2.0,2018-05-15 10:10:57,2018-05-15 08:10:57,,Domaine Des Croix Corton Grand Cru Les Grèves 2017,"Ce vin exhale de beaux arômes de fruits rouges et notamment de cerises noires, des nuances fumées et épicées, rehaussées par de discrètes notes boisées. La bouche révèle une grande complexité et aux arômes précédents viennent s'ajouter des notes mentholées et florales. Une belle texture, souple et puissante et une grande longueur.",publish,closed,closed,,domaine-des-croix-corton-grand-cru-les-greves-2017,2020-06-27 09:00:07,2020-06-27 07:00:07,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=14805,0.0,product,,0.0,0.0,2.5100879231899564
4904,1,137.0,13,instock,14220,14220,0,0,0,0.0,5.0,taxable,,2.0,2018-05-15 10:23:41,2018-05-15 08:23:41,,Domaine Des Croix Corton Charlemagne Grand Cru 2016,"Ce Corton Charlemagne éblouit par son assise, sa profondeur et son allonge. Ce diamant se polira avec le temps pour livrer un flacon grandiose.",publish,closed,closed,,domaine-des-croix-corton-charlemagne-grand-cru-2016,2020-05-19 17:15:02,2020-05-19 15:15:02,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=14220,0.0,product,,0.0,685.0,3.757816978895268
5001,1,217.5,20,instock,14581,14581,0,0,0,0.0,0.0,taxable,,2.0,2018-07-17 09:45:39,2018-07-17 07:45:39,,David Duband Charmes-Chambertin Grand Cru 2014,Robe cerise chatoyante. Un nez de fruits rouges et noirs avec une dynamique aromatique de poivre. Une fine touche de bois de santal. La bouche et riche et grasse avec des tanins présents et riches qui augurent un très beau potentiel de garde.,publish,closed,closed,,david-duband-charmes-chambertin-grand-cru-2014,2020-05-16 09:00:05,2020-05-16 07:00:05,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=14581,0.0,product,,0.0,0.0,6.652404557692893
5007,1,105.0,17,instock,12791,12791,0,0,0,0.0,0.0,taxable,,2.0,2018-07-17 10:36:03,2018-07-17 08:36:03,,Domaine des Comtes Lafon Volnay 1er Cru Santenots du Milieu 2014,"""Il s'agit là de la meilleure partie de l'appellation Santenots, autrefois classée tête de cuvée par le docteur Lavalle"". <span class=""font5"">Voilà qui nous plonge dans le bain de cette cuvée emblématique du domaine qui fut assemblée pièce par pièce, tel un puzzle, par le comte Jules Lafon. Ces 3 ha de vignes situées sur le village de Meursault et non de Volnay, sont enracinés sur une terre rouge très argileuse qui donne vie à l’un des plus grands vins rouges de la Côte de Beaune. </span>",publish,closed,closed,,domaine-des-comtes-lafon-volnay-1er-cru-santenots-du-milieu-2014,2020-07-02 09:30:03,2020-07-02 07:30:03,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=12791,0.0,product,,0.0,0.0,2.607173469311119
5008,1,105.0,10,instock,11602,11602,0,0,0,0.0,0.0,taxable,,2.0,2018-07-17 10:52:41,2018-07-17 08:52:41,,Domaine des Comtes Lafon Volnay 1er Cru Santenots du Milieu 2013,"""Il s'agit là de la meilleure partie de l'appellation Santenots, autrefois classée tête de cuvée par le docteur Lavalle"". <span class=""font5"">Voilà qui nous plonge dans le bain de cette cuvée emblématique du domaine qui fut assemblée pièce par pièce, tel un puzzle, par le comte Jules Lafon. Ces 3 ha de vignes situées sur le village de Meursault et non de Volnay, sont enracinés sur une terre rouge très argileuse qui donne vie à l’un des plus grands vins rouges de la Côte de Beaune. </span>",publish,closed,closed,,domaine-des-comtes-lafon-volnay-1er-cru-santenots-du-milieu-2013,2020-06-23 15:35:02,2020-06-23 13:35:02,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=11602,0.0,product,,0.0,0.0,2.607173469311119
5025,1,112.0,0,outofstock,13914,13914,0,0,0,0.0,0.0,taxable,,2.0,2018-07-18 10:39:43,2018-07-18 08:39:43,,Champagne Agrapart &amp; Fils L'Avizoise Extra Brut Blanc de Blancs Grand Cru 2012,"Une cuvée surprenante, par son amer articulé autour de zestes d'agrumes. Les bulles sont ultra fines et crémeuses, avec la présence d'amandes fraîches. Belle expression minérale.",publish,closed,closed,,champagne-agrapart-fils-lavizoise-grand-cru-2012-extra-brut-blanc-de-blancs,2020-07-09 17:05:02,2020-07-09 15:05:02,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=13914,0.0,product,,0.0,0.0,2.8588767370326513
5565,1,92.0,0,outofstock,19822,19822,0,0,0,0.0,0.0,taxable,,2.0,2018-11-26 10:59:10,2018-11-26 09:59:10,,Tempier Bandol Cabassaou 2017,"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Les rendements faibles en font un vin rare. Corsé, très puissant avec des tanins très serrés, ce vin est souvent un choc pour ceux qui ont la chance de le déguster : une référence.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>",publish,closed,closed,,tempier-bandol-cabassaou-2017,2020-01-04 13:57:04,2020-01-04 12:57:04,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=19822,0.0,product,,0.0,0.0,2.1397245435425583
5612,1,124.8,12,instock,14915,14915,0,0,0,0.0,0.0,taxable,,2.0,2019-01-15 15:30:49,2019-01-15 14:30:49,,Domaine Weinbach Gewurztraminer Grand Cru Furstentum SGN 2010 1/2,"Né sur un sol marno-gréseux, ce Furstentum est une corbeille de litchi fraîchement cueillis qui s'expriment au nez avec une sensation minérale évidente. Un vin plein, d'une grande complexité, accompagné d'une grande douceur et d'une chair délicate mais avec une belle tension.",publish,closed,closed,,domaine-weinbach-gewurztraminer-gc-furstentum-sgn-2010,2019-01-23 09:33:57,2019-01-23 08:33:57,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=14915,0.0,product,,0.0,0.0,3.3191341408663115
5767,1,175.0,12,instock,15185,15185,0,0,0,0.0,0.0,taxable,,2.0,2019-03-13 14:43:22,2019-03-13 13:43:22,,Camille Giroud Clos de Vougeot 2016,"<div>Ce vin provient de vignes âgées de 50 ans situées sur la commune de Vougeot au climat Le Petit Maupertuis. Exposées au sud-est et à une altitude de 255 mètres, elles reposent sur un sol peu profond, d'environ 40 centimètres et riche en graviers.</div>
&nbsp;",publish,closed,closed,,camille-giroud-clos-de-vougeot-2016,2020-06-11 15:25:04,2020-06-11 13:25:04,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=15185,0.0,product,,0.0,0.0,5.124206146526445
5892,1,191.3,10,instock,14983,14983,0,0,0,0.0,3.0,taxable,,2.0,2019-03-28 10:21:36,2019-03-28 09:21:36,,Coteaux Champenois Egly-Ouriet Ambonnay Rouge 2016,"Cet Ambonnay évoque les grands Pinots Noirs de la Côte de Nuits. Francis Egly démontre ici que la Champagne peut rivaliser sur les plus grands rouges. Ce grand Pinot Noir s'exprime avec pureté et raffinement. Il déploie une sève gourmande et pure de petits fruits rouges, tout en dentelle, avec une persistance de grande classe.",publish,closed,closed,,coteaux-champenois-egly-ouriet-ambonnay-rouge-2016,2020-04-01 09:30:09,2020-04-01 07:30:09,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=14983,0.0,product,,0.0,573.9,5.710315184220872
5916,1,93.0,3,instock,14774,14774,0,0,0,0.0,0.0,taxable,,2.0,2019-04-04 16:39:24,2019-04-04 14:39:24,,Wemyss Malts Single Cask Scotch Whisky Chocolate Moka Cake 2005 Strathclyde,"305 bouteilles, 13 ans d'âge.

<span title="""">Un Single Grain, subtil, net avec de délicats arômes floraux. Des notes de cerises, de bonbons à la banane, de chocolat au lait et au toffee composent un whisky doux et crémeux. On y trouve également des notes de bois de balsa et de copeaux de crayons. La bouche est conforme au nez, avec une concomitance de chocolat blanc crémeux, de crème de café et de génoise aux noix. La texture et les arômes évoquent une génoise café-chocolat. La Finale est nette et douce. Un Single Grain goûteux et riche en caractère.</span>

&nbsp;",publish,closed,closed,,wemyss-malts-single-cask-chocolate-moka-cake,2019-12-23 09:30:21,2019-12-23 08:30:21,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=14774,0.0,product,,0.0,0.0,2.175682153217063
5917,1,122.0,4,instock,14775,14775,0,0,0,0.0,0.0,taxable,,2.0,2019-04-04 16:49:37,2019-04-04 14:49:37,,Wemyss Malts Single Cask Scotch Whisky Choc 'n' Nut Pretzel 2001 Bunnahabhain,"710 bouteilles, 17 ans d'âge.

<span title="""">Complexe et riche aux notes subtiles de chocolat noir et de grains de café. De l'orge aux notes de pain toasté se mélange aux notes terreuses apportées par de la courge rôtie au miel, des loukoum aux fruits et de la gelée de prunes. La bouche est douce et savoureuse : mélasse salée, sauce au caramel salé, et Bretzel sortant du four. Noix de muscade et réglisse ajoutent une élégante complexité aromatique. Des notes subtiles de yahourt à la banane et de baies rouges préservent le côté juteux de ces arômes. La finale est délicate, présentant des notes de noix de pécan grillées, des touches de fumée et de cendre complètent ce délicieux mais inhabituel whisky d'Islay.</span>

&nbsp;",publish,closed,closed,,wemyss-malts-single-cask-scotch-whisky-choc-n-nut-pretzel-2001,2020-03-11 09:30:09,2020-03-11 08:30:09,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=14775,0.0,product,,0.0,0.0,3.218452833777698
5918,1,114.0,8,instock,14773,14773,0,0,0,0.0,0.0,taxable,,2.0,2019-04-04 17:01:54,2019-04-04 15:01:54,,Wemyss Malts Single Cask Scotch Whisky Chai Caramel Latte 2002 Craigellachie,"644 bouteilles - 16 ans d'âge.

Nez très élégant aux notes de pudding cuit au bain marie, de pastel de nata, d'abricots secs et de mandarines confites. Viennent aussi des arômes de thé au lait, ai gingembre et aux épices capiteuses. Riche et maltée, la bouche s'impose sur des arômes de cookie et de sucre roux. De l'orange rôtie, du pamplemousse, des pommes à la cannelle et des fruits cuits explosent dans une belle structure. La finale s'exprime sur des épices de Noël, crème au cognac et sirop d'oranges caramélisées. Délicieux!

&nbsp;",publish,closed,closed,,wemyss-malts-single-cask-scotch-whisky-chai-caramel-latte-2002,2020-07-31 18:25:03,2020-07-31 16:25:03,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=14773,0.0,product,,0.0,0.0,2.9307919563816607
6126,1,135.0,10,instock,14923,14923,0,0,0,0.0,2.0,taxable,,2.0,2019-06-28 17:22:27,2019-06-28 15:22:27,,Champagne Gosset Célébris Vintage 2007,"Une robe somptueuse a la teinte jaune pâle etincelante avec des reflets emeraude. La bulle est fine s’organisant en un cordon fin et persistant. La maturite des arômes se traduit par des notes olfactives de frangipane, de tarte Tatin, de miel ou de caramel au beurre sale, rafraîchies par des fragrances de poire, d’ananas ou bien encore d’agrumes a chair jaune tels que le Combava, le Cedrat ou la Limette ... La bouche, franche et droite d’une tension sans faille s’allonge par des notes salines, voire iodees prenant le relais d’une complexite d’arômes dans lesquels on peut reconnaître la poire Passe-Crassane, le pamplemousse jaune ou encore le citron Yuzu. La purete et les arômes de fraîcheur de ce vin en font un compagnon subtil des aujourd’hui pour lequel la patience apres degorgement revelera toute sa complexite et sa gourmandise.",publish,closed,closed,,champagne-gosset-celebris-vintage-2007,2020-08-27 11:45:02,2020-08-27 09:45:02,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=14923,0.0,product,,0.0,270.0,3.6859017595462586
6201,1,105.6,7,instock,14596,14596,0,0,0,0.0,0.0,taxable,,2.0,2019-07-23 10:37:14,2019-07-23 08:37:14,,David Duband Chambolle-Musigny 1er Cru Les Sentiers 2016,"Une robe d'un rouge carmin avec des reflets brillants. Le nez est sur des arômes de fruits noirs et rouges presque confiture avec une touche de truffe et de belle intensité. La bouche est puissante avec des tanins marqués et très agréables.

&nbsp;",publish,closed,closed,,david-duband-chambolle-musigny-1er-cru-les-sentiers-2016,2020-02-29 15:25:02,2020-02-29 14:25:02,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=14596,0.0,product,,0.0,0.0,2.6287480351158212
6202,1,116.4,14,instock,15126,15126,0,0,0,0.0,0.0,taxable,,2.0,2019-07-23 10:50:24,2019-07-23 08:50:24,,Domaine Clerget Echezeaux Grand Cru En Orveaux 2015,"Ce vin allie la puissance et la finesse… Un vin de haute couture avec des tannins bien présents mais fondus. Il offre finesse, longueur mais aussi souplesse.",publish,closed,closed,,domaine-clerget-echezeaux-en-orveaux-2015,2020-06-06 15:45:01,2020-06-06 13:45:01,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=15126,0.0,product,,0.0,0.0,3.017090219600472
6212,1,115.0,2,instock,13996,13996,0,0,0,0.0,2.0,taxable,,2.0,2019-07-25 09:09:17,2019-07-25 07:09:17,,Domaine des Comtes Lafon Volnay 1er Cru Santenots du Milieu 2015,"""Il s'agit là de la meilleure partie de l'appellation Santenots, autrefois classée tête de cuvée par le docteur Lavalle"". <span class=""font5"">Voilà qui nous plonge dans le bain de cette cuvée emblématique du domaine qui fut assemblée pièce par pièce, tel un puzzle, par le comte Jules Lafon. Ces 3 ha de vignes situées sur le village de Meursault et non de Volnay, sont enracinés sur une terre rouge très argileuse qui donne vie à l’un des plus grands vins rouges de la Côte de Beaune. </span>",publish,closed,closed,,domaine-des-comtes-lafon-volnay-1er-cru-santenots-du-milieu-2015,2020-06-16 09:30:16,2020-06-16 07:30:16,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=13996,0.0,product,,0.0,230.0,2.9667495660561656
6213,1,121.0,7,instock,15072,15072,0,0,0,0.0,0.0,taxable,,2.0,2019-07-25 09:10:32,2019-07-25 07:10:32,,Domaine des Comtes Lafon Volnay 1er Cru Santenots du Milieu 2016,"""Il s'agit là de la meilleure partie de l'appellation Santenots, autrefois classée tête de cuvée par le docteur Lavalle"". <span class=""font5"">Voilà qui nous plonge dans le bain de cette cuvée emblématique du domaine qui fut assemblée pièce par pièce, tel un puzzle, par le comte Jules Lafon. Ces 3 ha de vignes situées sur le village de Meursault et non de Volnay, sont enracinés sur une terre rouge très argileuse qui donne vie à l’un des plus grands vins rouges de la Côte de Beaune. </span>",publish,closed,closed,,domaine-des-comtes-lafon-volnay-1er-cru-santenots-du-milieu-2016,2020-06-25 09:30:06,2020-06-25 07:30:06,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=15072,0.0,product,,0.0,0.0,3.182495224103193
6214,1,99.0,7,instock,11601,11601,0,0,0,0.0,0.0,taxable,,2.0,2019-07-25 09:15:41,2019-07-25 07:15:41,,Domaine des Comtes Lafon Volnay 1er Cru Champans 2013,"La couleur rouge intense annonce un belle concentration, le nez évoque les fruits rouges, légèrement épicé, la bouche d'une très grande élégance livre une texture onctueuse et soyeuse malgré une structure bien présente.",publish,closed,closed,,domaine-des-comtes-lafon-volnay-1er-cru-champans-2013,2020-07-04 11:35:02,2020-07-04 09:35:02,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=11601,0.0,product,,0.0,0.0,2.3914278112640908
6215,1,115.0,4,instock,12790,12790,0,0,0,0.0,0.0,taxable,,2.0,2019-07-25 09:30:16,2019-07-25 07:30:16,,Domaine des Comtes Lafon Volnay 1er Cru Champans 2014,"La couleur rouge intense annonce un belle concentration, le nez évoque les fruits rouges, légèrement épicé, la bouche d'une très grande élégance livre une texture onctueuse et soyeuse malgré une structure bien présente.",publish,closed,closed,,domaine-des-comtes-lafon-volnay-1er-cru-champans-2014,2019-11-04 09:30:25,2019-11-04 08:30:25,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=12790,0.0,product,,0.0,0.0,2.9667495660561656
6216,1,121.0,6,instock,15070,15070,0,0,0,0.0,0.0,taxable,,2.0,2019-07-25 09:31:09,2019-07-25 07:31:09,,Domaine des Comtes Lafon Volnay 1er Cru Champans 2016,"La couleur rouge intense annonce un belle concentration, le nez évoque les fruits rouges, légèrement épicé, la bouche d'une très grande élégance livre une texture onctueuse et soyeuse malgré une structure bien présente.",publish,closed,closed,,domaine-des-comtes-lafon-volnay-1er-cru-champans-2016,2020-07-30 09:30:08,2020-07-30 07:30:08,,0.0,https://www.bottle-neck.fr/?post_type=product&#038;p=15070,0.0,product,,0.0,0.0,3.182495224103193
